ticker,name,sector,market_cap,trailing_pe,forward_pe,price_to_book,dividend_yield,current_ratio,debt_to_equity,return_on_equity,return_on_assets,profit_margins,revenue_growth,earnings_growth,free_cashflow,enterprise_value,ebitda,ebit,total_revenue,total_debt,total_cash,book_value,total_assets,total_current_assets,total_liabilities,total_current_liabilities,net_income,operating_cashflow,gross_margin,ncav,shares_outstanding,return_on_assets_prev,gross_margin_prev,current_ratio_bs,current_ratio_bs_prev,leverage,leverage_prev,asset_turnover,asset_turnover_prev,shares_outstanding_prev,interest_expense,last_price,errors,data_sources,fcf_yield,ev_ebitda,ev_ebit,earnings_yield_ebit,earnings_yield_pe,ncav_to_market,roic_proxy,data_quality_score,metrics_present,metrics_total,sector_composite_score,models_passed,model_count,mean_model_score,weighted_model_score,weighted_pass_score,min_model_score,max_model_score,pass_rate,weight_sum,families_passed,family_count,passed_families,family_mean_score,risk_family_passed,risk_mean_score,composite_score,signal,signal_rank
MUFG,"Mitsubishi UFJ Financial Group, Inc.",Financial Services,240422928384.0,16.274809,20.69903,1.9927012,2.53,,,0.09398,0.005622079301927688,0.25767002,,,,-59145805889536.0,,,7521125000000.0,123410290049024.0,184063658819584.0,10.699045,431731548000000.0,,,,2427229000000.0,,,,11287605929.0,,,,,0.08129502734416805,0.0579505606620201,0.017420837172640438,,11506516975.0,5717862000000.0,21.32,[],{},,,,,0.06144465351329161,,,0.65,13,20,0.5476190476190477,1.0,22.0,0.3334363636363637,0.3334363636363637,0.045454545454545456,0.0,1.0,0.045454545454545456,22.0,1,5,dividend,0.328525,False,0.36665000000000003,0.6154,hold,2
SMFG,"Sumitomo Mitsui Financial Group, Inc.",Financial Services,158515707904.0,16.30719,60.85366,1.6270157,2.37,,,0.068720005,0.0048186279951019624,0.27114,,,,-41867366367232.0,,,5791563000000.0,68240592076800.0,110445922877440.0,15.334825,328511145000000.0,,,,1582973000000.0,,,,3816866021.0,,,,,0.09908578596321291,0.10611318460863593,0.017629730644298233,,3873793610.0,4505121000000.0,24.95,[],{},,,,,0.0613226435701062,,,0.65,13,20,0.5238095238095238,1.0,22.0,0.3272636363636364,0.3272636363636364,0.045454545454545456,0.0,1.0,0.045454545454545456,22.0,1,5,dividend,0.3255816666666667,False,0.36665000000000003,0.6026,hold,2
INFY,Infosys Limited,Technology,46522183680.0,14.362499,12.994503,9.503722,4.56,1.978,9.827,0.31439,0.20144716040374558,0.16434999,0.066,0.118,3170249984.0,90313703424.0,4428000256.0,4089000000.0,20158000000.0,967000000.0,3705999872.0,1.209,16446000000.0,10912000000.0,,5516000000.0,3313000000.0,,0.30156761583490427,,4046940812.0,0.18129628566507835,0.3046117134408881,1.9782451051486585,2.2663607342378294,0.05879849203453728,0.05522705092140766,1.2257083789371275,1.1066651357712842,4143607528.0,47000000.0,11.49,[],{},0.06814490922881804,20.39604747123122,22.086990321349962,0.0452755212661713,0.06962576637951376,,0.3741079597438243,0.95,19,20,0.525,9.0,22.0,0.6088363636363637,0.6088363636363637,0.4090909090909091,0.0,1.0,0.4090909090909091,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.7112283333333334,True,0.83335,0.5,hold,2
JD,JD.com,Consumer Cyclical,40001810432.0,21.779411,6.9743323,1.2702829,3.38,1.18,38.478,0.06004,0.02823787652779556,0.0104600005,0.049,-0.507,7005875200.0,10754989056.0,7084000256.0,3690000000.0,1309085000000.0,108019998720.0,202132996096.0,23.317642,695201000000.0,374421000000.0,,306072000000.0,19631000000.0,,0.16043877975838086,,2741847251.0,0.059233723937820275,0.15866843743500927,1.2233102015212107,1.2910547173653935,0.15406335721611447,0.12856434948742113,1.883030950761003,1.6596427558669444,2903433255.0,2803000000.0,29.62,[],{},0.17513895307087285,1.518208451064178,2.9146311804878047,0.3430965834355192,0.04591492396190145,,0.009482716528452005,0.95,19,20,0.47083333333333327,5.0,22.0,0.5081681818181818,0.5081681818181818,0.22727272727272727,0.0,1.0,0.22727272727272727,22.0,4,5,"cheapness,dividend,garp,risk",0.5357916666666667,True,0.56665,0.4521,hold,2
SONY,Sony Group Corporation,Technology,124026396672.0,19.92453,17.747898,2.4907007,0.75,1.182,19.513,0.12336001,-0.020841343348961233,-0.02619,0.083,-0.574,-1357953368064.0,23042932736.0,1970009014272.0,1553690000000.0,12479620000000.0,1669669060608.0,2208879083520.0,8.479542,15683490000000.0,5949991000000.0,,5032624000000.0,-326865000000.0,,0.3080538509986682,,5907667254.0,0.03234619907935169,0.293322089383749,1.1822840331405644,0.6974586828740545,0.10646029678343277,0.11895348712341619,0.7957170247183503,0.3409984418232954,6025003795.0,35575000000.0,21.12,[],{},-10.948906075657758,0.01169686664835659,0.01483110062882557,67.4258792403047,0.050189389661889135,,0.14587452325472877,0.95,19,20,0.4,5.0,22.0,0.4296454545454546,0.4296454545454546,0.22727272727272727,0.0,1.0,0.22727272727272727,22.0,3,5,"cheapness,dividend,risk",0.422665,True,0.75,0.4333,hold,2
TM,Toyota Motor Corporation,Consumer Cyclical,210320211968.0,9.726725,11.255386,15.02552,3.53,1.274,107.061,0.10233,0.03646714362289817,0.07592,0.019,0.232,-1204836106240.0,34853928042496.0,5612894158848.0,3766216000000.0,50684952000000.0,43916481003520.0,13867543429120.0,11.820556,105522331000000.0,42824081000000.0,,33605019000000.0,3848098000000.0,,0.16698723518570166,,13033384474.0,,,1.274335866318064,1.259713218152205,0.40944384558752783,0.414447857856751,0.4803244158812223,,13048929774.0,60293000000.0,177.61,[],{},-5.7285797449810225,6.209617900518095,9.254362480138155,0.10805714625358735,0.10280952735890035,,0.05236869809594663,0.95,19,20,0.43333333333333335,7.0,22.0,0.47744545454545456,0.47744545454545456,0.3181818181818182,0.0,1.0,0.3181818181818182,22.0,3,5,"cheapness,dividend,garp",0.5636183333333333,False,0.46665,0.3896,hold,2
BABA,Alibaba Group Holding Limited,Consumer Cyclical,275568394240.0,17.769707,12.632396,1.7043724,0.91,1.282,25.014,0.092159994,0.05424886230931571,0.1012,0.029,1.041,-44074250240.0,298595614720.0,110100996096.0,59665000000.0,1023670000000.0,281721995264.0,316819996672.0,67.45592,1909570000000.0,610769000000.0,,476398000000.0,103592000000.0,,0.39811071927476627,,18580374278.0,0.07211343140303299,0.39952145186365795,1.2820561799167922,1.5483064045609698,0.1475316432495274,0.13751595558651988,0.5360735663002666,0.552229292655525,18997077324.0,9793000000.0,114.97,[],{},-0.15993942397332597,2.7120155612365804,5.0045355689265065,0.19981874166487423,0.05627554804364529,,0.041631430142369516,0.95,19,20,0.4375,6.0,22.0,0.5020045454545454,0.5020045454545454,0.2727272727272727,0.0,1.0,0.2727272727272727,22.0,4,5,"cheapness,dividend,garp,risk",0.5972583333333332,True,0.66665,0.3875,hold,2
TSM,Taiwan Semiconductor Manufacturing Company Limited,Technology,2066135646208.0,29.840448,18.759014,90.46144,0.95,2.458,15.174,0.39969003,0.2139969374155607,0.49923,0.36,0.774,739057991680.0,14035235897344.0,3175220510720.0,1936095600000.0,3809054300000.0,982447030272.0,3518013112320.0,4.4037547,7932842500000.0,3817130800000.0,,1522414000000.0,1697604000000.0,,0.5989134888415741,,25932524521.0,0.17310533946299697,0.561223535424378,2.5072882934602547,2.359942059635386,0.1341993995216721,0.1564672619167258,0.4801626024971503,0.43251785287668587,25932733242.0,12370400000.0,398.37,[],{},0.3577006151732587,4.420239743967082,7.249247349843675,0.13794535511628864,0.0335115612205286,,0.30202280549576366,0.95,19,20,0.4,9.0,22.0,0.5621863636363637,0.5621863636363637,0.4090909090909091,0.0,1.0,0.4090909090909091,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.6213866666666666,True,0.66665,0.3417,hold,2
ASX,"ASE Technology Holding Co., Ltd.",Technology,84269457408.0,60.015625,19.284258,7.749782,1.09,1.147,67.16,0.13577,0.04498680819202651,0.07043,0.172,0.876,-66127527936.0,258688598016.0,125736927232.0,51534932000.0,645387710000.0,255975227392.0,112093282304.0,4.9562683,889499758000.0,313795092000.0,,248479145000.0,40015755000.0,,0.17693685862099853,,4374088277.0,0.04369272796426979,0.16279842723727733,1.2628628933828632,1.1743056150513371,0.2964165685585268,0.2717890916343517,0.725562547033318,0.8034565751241415,4341989537.0,7478400000.0,38.41,[],{},-0.7847152452380959,2.05737967127738,5.01967477158988,0.19921609377160313,0.016662327518875295,,0.08039512451684608,0.95,19,20,0.3083333333333333,5.0,22.0,0.35700454545454546,0.35700454545454546,0.22727272727272727,0.0,1.0,0.22727272727272727,22.0,4,5,"cheapness,dividend,garp,risk",0.44215499999999996,True,0.66665,0.3167,hold,2
RDY,Dr. Reddy's Laboratories Limited,Healthcare,10492148736.0,22.909092,19.23345,15.717296,0.66,1.802,20.328,0.11835,0.07396270967608304,0.12755999,-0.116,-0.862,1627500032.0,55746818048.0,68148998144.0,50123000000.0,335933000000.0,77340999680.0,87813996544.0,0.80166465,579346000000.0,301975000000.0,,167566000000.0,42850000000.0,,0.5276766498081462,,832691395.0,0.11469627111355425,0.584969358133534,1.8021257295632767,1.9181544880053991,0.13349708119155046,0.09486215716780699,0.579848656933853,0.6603291351328325,832003105.0,3738000000.0,12.6,[],{},0.155115989388887,0.8180137575934134,1.112200348103665,0.899118582101714,0.04365079157218452,,0.12172276458302977,0.95,19,20,0.27222222222222225,4.0,22.0,0.4399181818181818,0.4399181818181818,0.18181818181818182,0.0,1.0,0.18181818181818182,22.0,3,5,"cheapness,dividend,risk",0.41371,True,0.66665,0.2431,hold,2
IBN,ICICI Bank,Financial Services,106738368512.0,18.71698,15.581152,2.832184,0.84,,,0.16359,0.018599326730702782,0.24929,0.669,0.084,,-175496888320.0,,,2230897800000.0,2202642677760.0,2649807126528.0,10.5077915,29144979700000.0,,,,542077000000.0,,,,7160589903.0,0.019312845427828008,,,,0.07557537602264996,0.07707461803724676,0.0765448397275775,0.07779731592939085,7121927830.0,890285800000.0,29.76,[],{},,,,,0.053427422586336044,,,0.65,13,20,0.27380952380952384,4.0,22.0,0.36521818181818183,0.36521818181818183,0.18181818181818182,0.0,1.0,0.18181818181818182,22.0,4,5,"cheapness,quality,dividend,garp",0.41802333333333336,False,0.36665000000000003,0.1667,hold,2
XPEV,XPeng Inc.,Consumer Cyclical,12942710784.0,,23.524834,2.9069107,,1.138,83.214,-0.07638,-0.011045278702181206,-0.03056,-0.176,,,6012860928.0,-1189754752.0,-2654097000.0,76719742000.0,23682467840.0,30594603008.0,4.6544256,103162630000.0,63253827000.0,,58113349000.0,-1139460000.0,,0.18864660676257228,,1908699765.0,-0.07001011594005062,0.14304614590958042,1.088456061962631,1.2476160785421093,0.18954225963413301,0.1927118318532834,0.7436776476132879,0.4941147814904353,1898112757.0,379931000.0,13.53,[],{},,-5.053865864281919,-2.2655015728513312,-0.44140335720068063,,,-0.058915413100599764,0.8,16,20,0.37500000000000006,0.0,22.0,0.22620909090909092,0.22620909090909092,0.0,0.0,1.0,0.0,22.0,0,5,,0.17646333333333333,False,0.45,0.4821,avoid,1
NIO,NIO,Consumer Cyclical,12227655680.0,,28.15174,18.887695,,1.009,183.304,-0.83959,-0.12516513723458247,-0.09086,1.122,,,17063680000.0,-467509504.0,-14041238000.0,87487510000.0,26567524352.0,31765663744.0,0.25836927,124401078000.0,76633037000.0,,78582563000.0,-15570678000.0,,0.13619892713828521,,2474273324.0,-0.21056432042150758,0.09877693605289356,0.9751913665630886,0.9931796819773014,0.2513091968543874,0.31432949175078106,0.7032697096081434,0.6108619117552322,2091505895.0,885248000.0,4.88,[],{},,-36.499108261978776,-1.2152546662908215,-0.8228727918010652,,,-0.30645336279449475,0.8,16,20,0.25,0.0,22.0,0.1951318181818182,0.1951318181818182,0.0,0.0,1.0,0.0,22.0,0,5,,0.16136166666666668,False,0.45,0.3929,avoid,1
HDB,HDFC Bank Limited,Financial Services,135427948544.0,18.577465,17.908056,11.121181,1.59,,,0.13818,0.013976776312810852,0.26834,-0.018,0.075,,5541167890432.0,,,2371508200000.0,5884845490176.0,1244322070528.0,2.3720503,48187671100000.0,,,,673508300000.0,,,,15304409210.0,0.014113253391037828,,,,0.15203279039563297,0.1834499973514556,0.04921400320589471,0.04503623224622428,15193797254.0,1823477000000.0,26.38,[],{},,,,,0.05382865746214567,,,0.65,13,20,0.2976190476190476,2.0,22.0,0.3674636363636364,0.3674636363636364,0.09090909090909091,0.0,1.0,0.09090909090909091,22.0,2,5,"dividend,garp",0.4393416666666667,False,0.36665000000000003,0.2308,avoid,1
