Breakdown of individual trades US
Name of Issuer Date Time (EST)
Identity code of 
the financial 
instrument 
Currency Price Quantity bought Exchange Venue Reference number of the transaction 
Coca-Cola Europacific Partners PLC 24/08/2026 09:33:38 GB00BDCPN049 USD $109.3400 13 UBSS VHTG174720260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:33:38 GB00BDCPN049 USD $109.3400 13 UBSS VHTG174820260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:33:38 GB00BDCPN049 USD $109.3400 13 UBSS VHTG174920260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:33:38 GB00BDCPN049 USD $109.3400 13 UBSS VHTG175020260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:33:38 GB00BDCPN049 USD $109.3400 13 UBSS VHTG175120260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:33:38 GB00BDCPN049 USD $109.3400 13 UBSS VHTG175220260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:33:38 GB00BDCPN049 USD $109.3400 13 UBSS VHTG175320260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:33:38 GB00BDCPN049 USD $109.3400 4 UBSS VHTG175420260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:33:47 GB00BDCPN049 USD $109.2600 28 BAML VHTG177520260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:33:47 GB00BDCPN049 USD $109.2800 40 NASD VHTG177420260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:34:05 GB00BDCPN049 USD $109.2400 13 UBSS VHTG186120260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:34:05 GB00BDCPN049 USD $109.2400 13 UBSS VHTG186220260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:34:05 GB00BDCPN049 USD $109.2400 13 UBSS VHTG186320260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:34:11 GB00BDCPN049 USD $109.2100 25 BATS VHTG187920260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:34:11 GB00BDCPN049 USD $109.2100 15 BATS VHTG188020260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:34:35 GB00BDCPN049 USD $109.2900 8 UBSS VHTG197820260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:34:35 GB00BDCPN049 USD $109.2900 13 UBSS VHTG197920260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:34:35 GB00BDCPN049 USD $109.2900 13 UBSS VHTG198020260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:34:35 GB00BDCPN049 USD $109.2900 13 UBSS VHTG198120260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:34:35 GB00BDCPN049 USD $109.2900 13 UBSS VHTG198220260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:34:35 GB00BDCPN049 USD $109.2900 13 UBSS VHTG198320260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:34:35 GB00BDCPN049 USD $109.2900 13 UBSS VHTG198420260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:34:35 GB00BDCPN049 USD $109.2900 10 UBSS VHTG198520260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:34:56 GB00BDCPN049 USD $109.3250 41 UBSS VHTG213320260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:34:57 GB00BDCPN049 USD $109.3200 41 UBSS VHTG213420260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:34:59 GB00BDCPN049 USD $109.2900 25 PCSE VHTG214120260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:34:59 GB00BDCPN049 USD $109.2900 15 PCSE VHTG214220260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:35:30 GB00BDCPN049 USD $109.2850 5 UBSS VHTG232720260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:35:32 GB00BDCPN049 USD $109.2550 41 BAML VHTG233920260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:35:32 GB00BDCPN049 USD $109.4500 25 NYSE VHTG234020260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:35:32 GB00BDCPN049 USD $109.4500 15 NYSE VHTG234120260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:36:07 GB00BDCPN049 USD $109.5900 39 CGXS VHTG249920260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:36:35 GB00BDCPN049 USD $109.6500 56 UBSS VHTG260020260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:36:49 GB00BDCPN049 USD $109.6100 25 MEMX VHTG263620260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:36:49 GB00BDCPN049 USD $109.6100 15 MEMX VHTG263720260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:36:49 GB00BDCPN049 USD $109.5400 100 UBSS VHTG263920260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:38:02 GB00BDCPN049 USD $109.9100 5 IEXG VHTG283620260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:38:02 GB00BDCPN049 USD $109.9100 13 UBSS VHTG282520260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:38:02 GB00BDCPN049 USD $109.9100 13 UBSS VHTG282620260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:38:02 GB00BDCPN049 USD $109.9100 3 UBSS VHTG282720260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:38:09 GB00BDCPN049 USD $109.9500 34 UBSS VHTG285920260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:38:27 GB00BDCPN049 USD $109.9850 50 UBSS VHTG294720260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:38:29 GB00BDCPN049 USD $109.9800 40 NASD VHTG295620260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:38:40 GB00BDCPN049 USD $109.9800 5 NASD VHTG298720260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:38:40 GB00BDCPN049 USD $109.9800 35 NASD VHTG298820260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:38:41 GB00BDCPN049 USD $109.9700 20 UBSS VHTG299420260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:38:42 GB00BDCPN049 USD $109.9700 50 UBSS VHTG299520260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:38:48 GB00BDCPN049 USD $109.9800 20 MEMX VHTG308720260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:38:48 GB00BDCPN049 USD $109.9800 40 UBSS VHTG308820260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:38:48 GB00BDCPN049 USD $109.9800 60 UBSS VHTG308920260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:38:52 GB00BDCPN049 USD $109.9800 20 PCSE VHTG312720260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:39:14 GB00BDCPN049 USD $109.9500 40 NASD VHTG317320260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:39:22 GB00BDCPN049 USD $109.9200 25 NASD VHTG318420260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:39:22 GB00BDCPN049 USD $109.9200 2 NASD VHTG318520260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:39:22 GB00BDCPN049 USD $109.9200 2 NASD VHTG318620260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:39:27 GB00BDCPN049 USD $109.9200 2 NASD VHTG319820260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:39:32 GB00BDCPN049 USD $109.9200 9 NASD VHTG320920260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:39:47 GB00BDCPN049 USD $109.9200 20 NYSE VHTG324820260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:40:40 GB00BDCPN049 USD $110.0200 20 MEMX VHTG372220260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:41:00 GB00BDCPN049 USD $110.0100 1 UBSS VHTG390320260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:41:05 GB00BDCPN049 USD $110.0100 20 BATS VHTG396520260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:41:05 GB00BDCPN049 USD $110.0100 10 UBSS VHTG396420260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:41:05 GB00BDCPN049 USD $110.0100 89 UBSS VHTG396620260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:41:59 GB00BDCPN049 USD $110.0900 20 NASD VHTG432420260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:42:54 GB00BDCPN049 USD $110.1900 13 UBSS VHTG486020260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:42:54 GB00BDCPN049 USD $110.1900 13 UBSS VHTG486120260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:42:54 GB00BDCPN049 USD $110.1900 6 UBSS VHTG486220260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:43:19 GB00BDCPN049 USD $110.3150 39 UBSS VHTG502620260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:43:20 GB00BDCPN049 USD $110.2800 25 BATS VHTG502820260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:43:23 GB00BDCPN049 USD $110.2800 15 BATS VHTG506120260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:43:24 GB00BDCPN049 USD $110.2500 25 BATS VHTG507420260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:43:24 GB00BDCPN049 USD $110.2500 15 BATS VHTG507520260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:43:26 GB00BDCPN049 USD $110.2100 25 NASD VHTG508320260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:43:26 GB00BDCPN049 USD $110.2100 15 NASD VHTG508420260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:43:26 GB00BDCPN049 USD $110.2000 1 UBSS VHTG508520260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:44:38 GB00BDCPN049 USD $110.3200 2 BATS VHTG575720260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:44:38 GB00BDCPN049 USD $110.3200 38 BATS VHTG575820260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:44:38 GB00BDCPN049 USD $110.3450 2 UBSS VHTG575620260824E
# Classification - Internal
Coca-Cola Europacific Partners PLC 24/08/2026 09:44:48 GB00BDCPN049 USD $110.3100 13 UBSS VHTG584320260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:44:48 GB00BDCPN049 USD $110.3100 13 UBSS VHTG584420260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:44:48 GB00BDCPN049 USD $110.3100 13 UBSS VHTG584520260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:44:50 GB00BDCPN049 USD $110.2900 5 NASD VHTG586520260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:44:50 GB00BDCPN049 USD $110.2900 35 NASD VHTG586620260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:45:22 GB00BDCPN049 USD $110.2900 25 BATS VHTG626620260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:46:14 GB00BDCPN049 USD $110.3850 67 UBSS VHTG655620260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:46:15 GB00BDCPN049 USD $110.3800 13 UBSS VHTG656020260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:46:15 GB00BDCPN049 USD $110.3800 13 UBSS VHTG656120260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:46:15 GB00BDCPN049 USD $110.3800 13 UBSS VHTG656220260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:46:29 GB00BDCPN049 USD $110.3400 7 MEMX VHTG661420260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:46:29 GB00BDCPN049 USD $110.3400 25 MEMX VHTG661520260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:46:29 GB00BDCPN049 USD $110.3400 25 MEMX VHTG661620260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:46:29 GB00BDCPN049 USD $110.3400 3 MEMX VHTG661720260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:46:29 GB00BDCPN049 USD $110.3500 27 UBSS VHTG661320260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:46:34 GB00BDCPN049 USD $110.3200 31 MEMX VHTG662620260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:46:34 GB00BDCPN049 USD $110.3200 9 MEMX VHTG662720260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:46:59 GB00BDCPN049 USD $110.2800 15 BATS VHTG670120260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:47:02 GB00BDCPN049 USD $110.2600 25 NYSE VHTG671620260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:47:03 GB00BDCPN049 USD $110.2600 15 NYSE VHTG671720260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:47:05 GB00BDCPN049 USD $110.2300 20 MEMX VHTG673120260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:47:05 GB00BDCPN049 USD $110.2000 20 PCSE VHTG673020260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:48:17 GB00BDCPN049 USD $110.2000 25 BATS VHTG698120260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:48:17 GB00BDCPN049 USD $110.2000 15 BATS VHTG698220260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:48:32 GB00BDCPN049 USD $110.1700 20 NASD VHTG707420260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:48:32 GB00BDCPN049 USD $110.1700 5 NASD VHTG707520260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:48:32 GB00BDCPN049 USD $110.1700 15 NASD VHTG707620260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:48:35 GB00BDCPN049 USD $110.1300 25 BATS VHTG708320260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:48:35 GB00BDCPN049 USD $110.1300 15 BATS VHTG708420260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:48:35 GB00BDCPN049 USD $110.1300 5 UBSS VHTG708220260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:49:09 GB00BDCPN049 USD $110.1300 40 BATS VHTG727020260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:49:38 GB00BDCPN049 USD $110.1700 25 MEMX VHTG741320260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:49:38 GB00BDCPN049 USD $110.1700 15 MEMX VHTG741420260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:50:04 GB00BDCPN049 USD $110.2100 25 NYSE VHTG752420260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:50:04 GB00BDCPN049 USD $110.2100 15 NYSE VHTG752520260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:50:24 GB00BDCPN049 USD $110.2500 3 UBSS VHTG762920260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:50:44 GB00BDCPN049 USD $110.2200 20 NASD VHTG773120260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:50:44 GB00BDCPN049 USD $110.2200 6 NASD VHTG773220260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:50:44 GB00BDCPN049 USD $110.2200 34 NASD VHTG773320260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:50:44 GB00BDCPN049 USD $110.2600 13 UBSS VHTG772320260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:50:44 GB00BDCPN049 USD $110.2600 13 UBSS VHTG772420260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:50:44 GB00BDCPN049 USD $110.2600 13 UBSS VHTG772520260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:51:30 GB00BDCPN049 USD $110.2200 25 BATS VHTG790720260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:51:30 GB00BDCPN049 USD $110.2200 15 BATS VHTG790820260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:51:30 GB00BDCPN049 USD $110.1900 60 NYSE VHTG791220260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:51:30 GB00BDCPN049 USD $110.2100 6 UBSS VHTG790920260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:51:30 GB00BDCPN049 USD $110.2500 13 UBSS VHTG790520260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:51:30 GB00BDCPN049 USD $110.2500 11 UBSS VHTG790620260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:51:38 GB00BDCPN049 USD $110.1600 40 MEMX VHTG795320260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:51:53 GB00BDCPN049 USD $110.1300 25 NYSE VHTG799120260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:52:15 GB00BDCPN049 USD $110.1600 25 PCSE VHTG816920260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:52:16 GB00BDCPN049 USD $110.1600 15 PCSE VHTG817220260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:53:39 GB00BDCPN049 USD $110.3550 39 CGXS VHTG865720260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:53:39 GB00BDCPN049 USD $110.3550 8 UBSS VHTG865620260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:53:44 GB00BDCPN049 USD $110.3100 10 UBSS VHTG867320260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:54:02 GB00BDCPN049 USD $110.3100 31 UBSS VHTG874520260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:54:29 GB00BDCPN049 USD $110.3700 39 UBSS VHTG897120260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:54:49 GB00BDCPN049 USD $110.4250 50 IEXG VHTG908420260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:55:00 GB00BDCPN049 USD $110.4000 20 NASD VHTG913020260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:55:15 GB00BDCPN049 USD $110.4300 19 CGXS VHTG926020260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:55:17 GB00BDCPN049 USD $110.3800 40 BATS VHTG928120260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:55:17 GB00BDCPN049 USD $110.3800 20 BATS VHTG928220260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:55:17 GB00BDCPN049 USD $110.4100 60 NYSE VHTG927820260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:55:20 GB00BDCPN049 USD $110.3500 60 NASD VHTG928920260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:55:20 GB00BDCPN049 USD $110.3200 60 PCSE VHTG929020260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:55:20 GB00BDCPN049 USD $110.3400 100 UBSS VHTG928820260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:55:37 GB00BDCPN049 USD $110.2500 11 UBSS VHTG937520260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:56:37 GB00BDCPN049 USD $110.2100 20 BATS VHTG957120260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:56:56 GB00BDCPN049 USD $110.1800 20 MEMX VHTG962620260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:58:03 GB00BDCPN049 USD $110.3500 25 PCSE VHTG1001920260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:58:06 GB00BDCPN049 USD $110.3500 15 PCSE VHTG1002120260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:58:48 GB00BDCPN049 USD $110.3500 40 BATS VHTG1024020260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:58:48 GB00BDCPN049 USD $110.3500 5 BATS VHTG1024120260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:58:48 GB00BDCPN049 USD $110.3800 40 MEMX VHTG1023820260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:58:48 GB00BDCPN049 USD $110.3600 2 UBSS VHTG1023920260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:58:50 GB00BDCPN049 USD $110.3200 25 MEMX VHTG1025720260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:58:50 GB00BDCPN049 USD $110.3200 15 MEMX VHTG1025820260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:58:53 GB00BDCPN049 USD $110.2900 20 PCSE VHTG1034420260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:58:53 GB00BDCPN049 USD $110.2900 20 PCSE VHTG1034520260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:58:55 GB00BDCPN049 USD $110.2500 25 PCSE VHTG1035420260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:58:58 GB00BDCPN049 USD $110.2500 15 PCSE VHTG1036820260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:59:42 GB00BDCPN049 USD $110.4300 20 EPRL VHTG1057420260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:59:43 GB00BDCPN049 USD $110.4100 20 PCSE VHTG1057620260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:59:50 GB00BDCPN049 USD $110.3900 11 UBSS VHTG1062420260824E
Coca-Cola Europacific Partners PLC 24/08/2026 09:59:50 GB00BDCPN049 USD $110.3900 180 UBSS VHTG1062520260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:01:46 GB00BDCPN049 USD $110.2700 20 NYSE VHTG1131820260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:03:29 GB00BDCPN049 USD $110.4100 99 INCR VHTG1201220260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:03:29 GB00BDCPN049 USD $110.4100 25 PCSE VHTG1201020260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:03:29 GB00BDCPN049 USD $110.4100 15 PCSE VHTG1201120260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:03:29 GB00BDCPN049 USD $110.4000 90 UBSS VHTG1201320260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:03:29 GB00BDCPN049 USD $110.4100 2 UBSS VHTG1200920260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:03:50 GB00BDCPN049 USD $110.3600 20 MEMX VHTG1213220260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:04:30 GB00BDCPN049 USD $110.3400 40 MEMX VHTG1241920260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:04:38 GB00BDCPN049 USD $110.3100 20 PCSE VHTG1246920260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:04:44 GB00BDCPN049 USD $110.2900 20 MEMX VHTG1248120260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:05:08 GB00BDCPN049 USD $110.2700 20 NASD VHTG1259120260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:05:19 GB00BDCPN049 USD $110.2500 20 BATS VHTG1265220260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:05:19 GB00BDCPN049 USD $110.2300 20 MEMX VHTG1265320260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:05:19 GB00BDCPN049 USD $110.2700 20 NASD VHTG1264920260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:05:47 GB00BDCPN049 USD $110.2500 20 NASD VHTG1286120260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:06:13 GB00BDCPN049 USD $110.2300 20 BATS VHTG1295720260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:07:08 GB00BDCPN049 USD $110.2600 25 BATS VHTG1328820260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:07:11 GB00BDCPN049 USD $110.2600 15 BATS VHTG1329720260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:07:19 GB00BDCPN049 USD $110.2100 40 MEMX VHTG1331220260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:07:19 GB00BDCPN049 USD $110.1900 40 NASD VHTG1331420260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:07:19 GB00BDCPN049 USD $110.2100 100 UBSS VHTG1331320260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:07:20 GB00BDCPN049 USD $110.1700 40 EPRL VHTG1332320260824E
Coca-Cola Europacific Partners PLC 24/08/2026 10:08:30 GB00BDCPN049 USD $110.1900 20 NASD VHTG1368920260824E
