ticker,name,sector,market_cap,trailing_pe,forward_pe,price_to_book,dividend_yield,current_ratio,debt_to_equity,return_on_equity,return_on_assets,profit_margins,revenue_growth,earnings_growth,free_cashflow,enterprise_value,ebitda,ebit,total_revenue,total_debt,total_cash,book_value,total_assets,total_current_assets,total_liabilities,total_current_liabilities,net_income,operating_cashflow,gross_margin,ncav,shares_outstanding,return_on_assets_prev,gross_margin_prev,current_ratio_bs,current_ratio_bs_prev,leverage,leverage_prev,asset_turnover,asset_turnover_prev,shares_outstanding_prev,interest_expense,last_price,errors,data_sources,fcf_yield,ev_ebitda,ev_ebit,earnings_yield_ebit,earnings_yield_pe,ncav_to_market,roic_proxy,data_quality_score,metrics_present,metrics_total,sector_composite_score,models_passed,model_count,mean_model_score,weighted_model_score,weighted_pass_score,min_model_score,max_model_score,pass_rate,weight_sum,families_passed,family_count,passed_families,family_mean_score,risk_family_passed,risk_mean_score,composite_score,signal,signal_rank
ALGN,"Align Technology, Inc.",Healthcare,12686793728.0,29.77227,14.322907,3.0574398,,1.393,2.797,0.10824,0.0658279129241687,0.10496,0.062,0.239,532954624.0,12037711872.0,880812992.0,585311000.0,4034964000.0,116044000.0,1059833984.0,57.939,6233693000.0,2616562000.0,,1920015000.0,410351000.0,,0.6718803439138491,,71364000.0,0.06780195024619444,0.6999626407722708,1.3627820615984771,1.2229676054340792,0.01835926151640769,0.019193029318057477,0.6472830792276745,0.6434866282624787,73849000.0,,177.145,[],{},0.042008614266641604,13.666592093137519,20.566351686539292,0.04862311095528438,0.0335883021348389,,0.13568722561118376,0.9,18,20,0.5647058823529411,3.0,22.0,0.3678999999999999,0.3678999999999999,0.13636363636363635,0.0,1.0,0.13636363636363635,22.0,2,5,"cheapness,risk",0.3650833333333333,True,0.83335,0.6625,hold,2
AES,The AES Corporation,Utilities,10561865728.0,7.713542,6.223892,2.3894806,4.75,0.73,259.603,0.052600004,0.01757842682738371,0.10819,0.087,9.511,-2964999936.0,48545865728.0,3755000064.0,1970000000.0,12233000000.0,31804000256.0,1651000064.0,6.198,51768000000.0,6502000000.0,,8492000000.0,910000000.0,,0.1807406196354124,,712201777.0,0.03541745770577564,0.1884671770646685,0.7656617993405558,0.7969898494924746,0.5775189306135065,0.6121166097118508,0.23630428063668676,0.25899675146605916,711074269.0,1407000000.0,14.81,[],{},-0.2807269106006192,12.928326205216278,24.642571435532997,0.04058018062831157,0.12964212809108966,,0.04552176726129956,0.95,19,20,0.55,7.0,22.0,0.50475,0.50475,0.3181818181818182,0.0,1.0,0.3181818181818182,22.0,3,5,"cheapness,dividend,garp",0.5739099999999999,False,0.16665,0.64,hold,2
ABBV,AbbVie Inc.,Healthcare,445823680512.0,123.09025,15.499293,-66.985664,2.83,0.796,,,0.03154673036727381,0.05786,0.124,-0.462,20811624448.0,494856798208.0,29915000832.0,20091000000.0,61160000000.0,72912003072.0,9390999552.0,-3.767,133960000000.0,29062000000.0,,43289000000.0,4226000000.0,,0.7023544800523218,,1767876035.0,0.03165114197142667,0.6999325451769801,0.6713483794959458,0.6601976825208392,0.5038518960883845,0.4967705181228313,0.4565541952821738,0.4167918260444951,1765256986.0,2893000000.0,252.335,[],{},0.04668128984108511,16.542095418518354,24.630769907321685,0.04059962411904722,0.008124120310097672,,0.22158132148095863,0.85,17,20,0.625,2.0,22.0,0.41418636363636363,0.41418636363636363,0.09090909090909091,0.0,0.7353,0.09090909090909091,22.0,2,5,"cheapness,garp",0.4350133333333333,False,0.63335,0.62,hold,2
AFL,Aflac Incorporated,Financial Services,62462627840.0,14.025143,16.237423,2.091129,2.02,0.935,48.276,0.16469,0.03130419850605306,0.25596002,0.279,38.6,4923125248.0,67786264576.0,5880000000.0,4753000000.0,17355000000.0,14464000000.0,8270000128.0,58.686,116470000000.0,,,,3646000000.0,,,,518690000.0,0.04629739890784751,,,,0.07219884948913884,0.06377694231325383,0.14900832832489053,0.16270010036915436,549964000.0,220000000.0,122.72,[],{},0.07881713303210268,11.528276288435373,14.261785099095308,0.07011744974781836,0.07130052078613387,,,0.9,18,20,0.5800000000000001,8.0,22.0,0.6190863636363637,0.6190863636363637,0.36363636363636365,0.0,1.0,0.36363636363636365,22.0,4,5,"cheapness,quality,dividend,garp",0.7285883333333334,False,0.73335,0.6121,hold,2
AMZN,"Amazon.com, Inc.",Consumer Cyclical,2738894667776.0,30.456041,25.702364,6.196007,,1.177,53.3,0.24285,0.09494622525493801,0.12224,0.166,0.748,9806624768.0,2835083689984.0,155860992000.0,79975000000.0,716924000000.0,235540004864.0,143088992256.0,41.093,818042000000.0,229083000000.0,,218005000000.0,77670000000.0,,0.5028566486824266,,10731000000.0,0.09481288026449286,0.48854393464156787,1.0508153482718285,1.063734806137178,0.18701607007953136,0.20947552704938757,0.8763902097936291,1.020907545919788,10593000000.0,2274000000.0,254.6125,[],{},0.0035805045310351572,18.189821927888154,35.449624132341356,0.02820904380443575,0.03283420849085408,,0.13328344752073623,0.9,18,20,0.5686274509803921,2.0,22.0,0.3181,0.3181,0.09090909090909091,0.0,0.8,0.09090909090909091,22.0,2,5,"quality,garp",0.37306666666666666,False,0.56665,0.6042,hold,2
AMCR,Amcor plc,Consumer Cyclical,20678410240.0,35.78,10.469286,1.7740271,5.99,1.443,143.74,0.08737001,0.013786219176603895,0.030550001,0.774,-0.117,149500000.0,35244122112.0,3200999936.0,1316000000.0,15009000000.0,16762999808.0,1587000064.0,25.211,37066000000.0,8434000000.0,,6987000000.0,511000000.0,,0.1888200413085482,,460971988.0,0.044178165093197774,0.19882697947214076,1.207098897953342,1.1652194320582023,0.40489936869368154,0.43494311304768823,0.4049263475961798,0.8254659888646817,289068642.0,396000000.0,44.725,[],{},0.007229762746016591,11.0103476465674,26.781247805471125,0.037339559652471106,0.02794857462269424,,0.043751454503141725,0.95,19,20,0.5333333333333333,2.0,22.0,0.322259090909091,0.322259090909091,0.09090909090909091,0.0,0.9412,0.09090909090909091,22.0,2,5,"dividend,garp",0.40818000000000004,False,0.46665,0.5833,hold,2
ALB,Albemarle Corporation,Basic Materials,13885035520.0,,9.049278,1.8226079,1.3,2.068,19.845,-0.0182,-0.031184891901050987,-0.042379998,0.327,,716711744.0,18120396800.0,1067513984.0,67285000.0,5142733000.0,2005991040.0,1089809024.0,64.597,16374211000.0,4008139000.0,,1798044000.0,-510628000.0,,0.13003183326841972,,117715875.0,-0.07100986902251817,0.011629697373848122,2.2291662495467297,1.953893892794376,0.20133189928968181,0.2176854550026915,0.3140751636826959,0.3237591595102341,117559774.0,207651000.0,117.735,[],{},0.051617566477784566,16.974388224969612,269.30811919447126,0.0037132189069943545,,,0.00461609694784644,0.9,18,20,0.5380581820210303,2.0,22.0,0.3653,0.3653,0.09090909090909091,0.0,1.0,0.09090909090909091,22.0,2,5,"cheapness,risk",0.34553,True,0.65,0.5831,hold,2
AEE,Ameren Corporation,Utilities,31065368576.0,20.188848,19.330284,2.2911904,2.69,0.622,155.674,0.117469996,0.030035481475369254,0.17834999,0.037,0.196,-1869374976.0,52244594688.0,3827000064.0,2026000000.0,8799000000.0,21304000512.0,13000000.0,48.992,48476000000.0,2571000000.0,,3907000000.0,1456000000.0,,0.47403113990226164,,276400000.0,0.02650343064711422,0.47920766102584283,0.6580496544663424,0.663346029885731,0.40906840498390956,0.4197946096237499,0.18151250103143823,0.17092694739674424,269900000.0,776000000.0,112.25,[],{},-0.06017552862528123,13.651579256414665,25.78706549259625,0.03877913135510169,0.049532296245927455,,0.04545760506181427,0.95,19,20,0.5900000000000001,4.0,22.0,0.3930727272727273,0.3930727272727273,0.18181818181818182,0.0,1.0,0.18181818181818182,22.0,3,5,"cheapness,dividend,garp",0.46156500000000006,False,0.36665000000000003,0.56,hold,2
ALLE,Allegion plc,Industrials,12010825728.0,19.093578,14.5946865,5.716126,1.56,1.908,105.863,0.34179002,0.1232459750751383,0.15237,0.097,-0.07,494362496.0,13587308544.0,1010600000.0,859500000.0,4067300000.0,2224399872.0,308900000.0,24.451,5223700000.0,1391800000.0,,755400000.0,643800000.0,,0.4519705947434416,,86066997.0,0.13313873167253443,0.44231482954244206,1.842467566851999,2.0408953938872147,0.3790608189597412,0.44554124515352733,0.7786243467274154,0.8405454788537814,86254744.0,101000000.0,139.765,[],{},0.04115974265179181,13.444793730457155,15.808386904013961,0.06325756107007266,0.05237363054740185,,0.1923550343531097,0.95,19,20,0.5499999999999999,6.0,22.0,0.48992272727272734,0.48992272727272734,0.2727272727272727,0.0,0.8719,0.2727272727272727,22.0,4,5,"cheapness,quality,dividend,garp",0.567635,False,0.73335,0.55,hold,2
AMGN,Amgen Inc.,Healthcare,199481573376.0,25.720945,15.763845,21.706013,2.81,1.261,623.754,1.01318,0.0851235290221447,0.20955999,0.058,0.044,7436624896.0,238673264640.0,16917999616.0,9080000000.0,36751000000.0,57322999808.0,12037999616.0,17.028,90586000000.0,29057000000.0,,25489000000.0,7711000000.0,,0.6724714973742211,,538800000.0,0.044534457038948594,0.6153063666826233,1.1399819529993331,1.256764362093597,0.6027863025191531,0.6543951915852743,0.40570286799284655,0.3639412450048454,537000000.0,2755000000.0,369.61,[],{},0.03727975857691282,14.107652799227964,26.28560183259912,0.038043641015660934,0.038878820354384336,,0.13948415441571807,0.95,19,20,0.5625,3.0,22.0,0.4449363636363636,0.4449363636363636,0.13636363636363635,0.0,0.9099,0.13636363636363635,22.0,3,5,"quality,dividend,garp",0.54035,False,0.63335,0.54,hold,2
ABT,Abbott Laboratories,Healthcare,172665929728.0,27.767508,16.37814,3.3166046,2.82,1.388,64.773,0.123339996,0.07523670037941255,0.13904999,0.078,-0.197,6341125120.0,182972596224.0,11744000000.0,8053000000.0,44328000000.0,34136000512.0,7295000064.0,29.889,86713000000.0,25996000000.0,,16496000000.0,6524000000.0,,0.5641806533116765,,1736599451.0,0.1646154224089223,0.554088200238379,1.5758971871968963,1.6709754891573074,0.15983762526956743,0.1845014370992704,0.5112036257539239,0.5152676443854866,1731697991.0,493000000.0,99.13,[],{},0.036724819598105723,15.580091640326975,22.72104758773128,0.04401205517213791,0.03601331455455059,,0.11468732643092129,0.95,19,20,0.47000000000000003,3.0,22.0,0.4347818181818182,0.4347818181818182,0.13636363636363635,0.0,1.0,0.13636363636363635,22.0,3,5,"quality,garp,risk",0.5342333333333333,True,0.83335,0.5,hold,2
AMT,American Tower Corporation,Real Estate,78868709376.0,27.260065,24.62449,22.395159,4.14,0.304,444.55,0.29952,0.04002981465539069,0.26806998,0.068,0.769,4614362624.0,128715448320.0,6989599744.0,4929200000.0,10644600000.0,45131198464.0,1608800000.0,7.559,63190400000.0,2741800000.0,,6913800000.0,2529500000.0,,0.7418315389962986,,466318000.0,0.036920366616784606,0.7457935065960977,0.3965691804796205,0.4492622533778054,0.711562199321416,0.7196458919338413,0.16845280295741125,0.16580928461263905,467384103.0,1359400000.0,169.285,[],{},0.05850688645101837,18.415281709155334,26.112847585815143,0.03829532557541575,0.03668369829639071,,0.08758880245075218,0.95,19,20,0.5012961258472094,5.0,22.0,0.45512272727272723,0.45512272727272723,0.22727272727272727,0.0,0.9445,0.22727272727272727,22.0,3,5,"cheapness,dividend,garp",0.56764,False,0.43335,0.4995,hold,2
ADI,"Analog Devices, Inc.",Technology,184369758208.0,56.32664,25.23696,5.4641056,1.13,1.752,25.81,0.09639,0.047243464799405374,0.26007998,0.372,1.105,3868954624.0,195700965376.0,6149394944.0,3002476000.0,11019707000.0,8708730880.0,3439308032.0,69.273,47992712000.0,7108061000.0,,3245801000.0,2267342000.0,,0.614669518890112,,489654097.0,0.03390693389274512,0.5708341337690674,2.1899250755052453,1.8353882500970458,0.1805401203416052,0.15861684214843502,0.22961209193595894,0.19546949603859992,496296854.0,317716000.0,378.515,[],{},0.02098475727041509,31.82442616845525,65.17986001420161,0.015342162437632062,0.017753588710421927,,0.0670990674641206,0.95,19,20,0.46499999999999997,4.0,22.0,0.4147409090909091,0.4147409090909091,0.18181818181818182,0.0,1.0,0.18181818181818182,22.0,3,5,"dividend,garp,risk",0.5406616666666666,True,0.83335,0.4888,hold,2
AMP,"Ameriprise Financial, Inc.",Financial Services,47481843712.0,13.161724,10.594567,7.6591115,1.29,2.483,56.246,0.66936,0.01866383103549428,0.20165001,0.09,0.66,3355624960.0,42398932992.0,,4830000000.0,18480000000.0,3494000128.0,8496000000.0,68.961,190904000000.0,,,,3563000000.0,,,,91263880.0,0.018748311769926626,,,,0.03070653312659766,0.030164881506921055,0.09680258140217073,0.09516931914025678,96166693.0,326000000.0,528.18,[],{},0.0706717494028552,,8.778246996273293,0.1139179611173551,0.07597788861094489,,,0.85,17,20,0.48888888888888893,7.0,22.0,0.5717409090909091,0.5717409090909091,0.3181818181818182,0.0,1.0,0.3181818181818182,22.0,4,5,"cheapness,quality,dividend,garp",0.6785733333333333,False,0.73335,0.4336,hold,2
ABNB,"Airbnb, Inc.",Consumer Cyclical,87630995456.0,36.456787,24.411009,11.504597,,1.442,33.185,0.32325,0.11306736311239193,0.19902,0.179,0.06,3191000064.0,78593261568.0,2619000064.0,2544000000.0,12241000000.0,2534000128.0,12005000192.0,12.834,22208000000.0,18797000000.0,,13649000000.0,2511000000.0,,0.8295890858589985,,602000000.0,0.12634190562526837,0.8308412898576834,1.3771704886804894,1.6907784666863497,0.09307456772334294,0.09819170761963834,0.5511977665706052,0.5297008445059401,623000000.0,,147.65,[],{},0.03641405700568834,30.008881117766936,30.893577660377357,0.03236918724640146,0.02742973482550725,,0.2972309849281458,0.9,18,20,0.45098039215686264,4.0,22.0,0.37205454545454536,0.37205454545454536,0.18181818181818182,0.0,1.0,0.18181818181818182,22.0,3,5,"cheapness,quality,risk",0.4029,True,0.83335,0.4167,hold,2
AAPL,Apple Inc.,Technology,4865847721984.0,40.15697,34.434895,45.63292,0.33,1.07,79.548,1.4147099,0.3117962593356549,0.27152002,0.166,0.218,101090746368.0,4826313261056.0,159975997440.0,133050000000.0,416161000000.0,84710998016.0,68507000832.0,7.26,359241000000.0,147957000000.0,,165631000000.0,112010000000.0,,0.4690516410716045,,14773260000.0,0.25682503150857583,0.4620634981523393,0.8932929222186667,0.8673125765340832,0.2746262258483859,0.29215025480848267,1.1584451663368045,1.0713874732862074,15116786000.0,,331.295,[],{},0.02077556720718364,30.16898371186052,36.274432627252914,0.027567626219705554,0.024902277238546634,,0.6872062393471412,0.95,19,20,0.425,5.0,22.0,0.3643954545454546,0.3643954545454546,0.22727272727272727,0.0,0.8,0.22727272727272727,22.0,4,5,"cheapness,quality,dividend,garp",0.42615499999999995,False,0.73335,0.3625,hold,2
A,"Agilent Technologies, Inc.",Healthcare,37924958208.0,26.963856,20.309267,5.32097,0.76,2.099,49.733,0.21330999,0.10238076530211361,0.19552,0.1,0.6,930625024.0,39781408768.0,2015000064.0,1479000000.0,6948000000.0,3542000128.0,1807000064.0,25.236,12727000000.0,4594000000.0,,2347000000.0,1303000000.0,,0.5243235463442717,,283054377.0,0.10881310146885025,0.543010752688172,1.9573924158500213,2.0891820580474936,0.2635342185903984,0.2861725476954246,0.5459259841282313,0.5495525915920986,285193011.0,112000000.0,134.28,[],{},0.02453859062667843,19.74263399725629,26.897504237998646,0.037178170552615054,0.0370866837443428,,0.14248554913294798,0.95,19,20,0.35000000000000003,5.0,22.0,0.4888227272727273,0.4888227272727273,0.22727272727272727,0.0,1.0,0.22727272727272727,22.0,4,5,"quality,dividend,garp,risk",0.5905283333333333,True,0.83335,0.31,hold,2
GOOG,Alphabet Inc.,Communication Services,4526910734336.0,28.297485,25.382452,9.388572,0.24,1.922,20.026,0.38884997,0.22202959610671263,0.37919,0.218,0.82,27921750016.0,4454500270080.0,161315995648.0,129039000000.0,402836000000.0,95875997696.0,126839996416.0,39.514,595281000000.0,206038000000.0,,102745000000.0,132170000000.0,,0.5965231508603998,,12088000000.0,0.22235794747876764,0.5820043540617911,2.005333592875566,1.8369313974102914,0.09960170070941286,0.050135922675100385,0.6767157023321759,0.7773755374720159,12211000000.0,736000000.0,370.98,[],{},0.006167948001319605,27.613506349363856,34.520573393160205,0.02896823261337069,0.03533882958149814,,0.2619889713645297,0.95,19,20,0.29655049786628734,6.0,22.0,0.43860454545454536,0.43860454545454536,0.2727272727272727,0.0,1.0,0.2727272727272727,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.5362933333333333,True,0.66665,0.2323,hold,2
AMAT,"Applied Materials, Inc.",Technology,444323528704.0,52.79528,33.419483,18.583715,0.37,2.508,30.399,0.39692003,0.1927876801013802,0.29314,0.114,0.335,3040375040.0,459070898176.0,9274999808.0,8470000000.0,28368000000.0,7267999744.0,8240999936.0,30.114,36299000000.0,20881000000.0,,7999000000.0,6998000000.0,,0.4867456288776086,,793000000.0,0.20857915080356884,0.47457315278186635,2.6104513064133017,2.5059045819555976,0.19422022645251935,0.19198465517742452,0.7815091324829885,0.7897933680141823,818000000.0,269000000.0,559.63,[],{},0.006842705469296542,49.49551565273736,54.199633787012985,0.018450309164996875,0.01894108715779138,,0.29929328621908124,0.95,19,20,0.26125,4.0,22.0,0.38025454545454546,0.38025454545454546,0.18181818181818182,0.0,1.0,0.18181818181818182,22.0,4,5,"quality,dividend,garp,risk",0.427515,True,0.66665,0.2212,hold,2
GOOGL,Alphabet Inc.,Communication Services,4534171074560.0,28.386173,25.42316,9.403629,0.24,1.922,20.026,0.38884997,0.22202959610671263,0.37919,0.218,0.82,27921750016.0,4463102787584.0,161315995648.0,129039000000.0,402836000000.0,95875997696.0,126839996416.0,39.514,595281000000.0,206038000000.0,,102745000000.0,132170000000.0,,0.5965231508603998,,12088000000.0,0.22235794747876764,0.5820043540617911,2.005333592875566,1.8369313974102914,0.09960170070941286,0.050135922675100385,0.6767157023321759,0.7773755374720159,12211000000.0,736000000.0,371.575,[],{},0.006158071576227315,27.666833469649998,34.587239420516276,0.028912397079219488,0.03522841913208942,,0.2619889713645297,0.95,19,20,0.27700568990042673,6.0,22.0,0.43499545454545446,0.43499545454545446,0.2727272727272727,0.0,1.0,0.2727272727272727,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.5348116666666667,True,0.66665,0.2114,hold,2
